province,city,district,city,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec
安徽,合肥,合肥,6.9,9.4,14.4,21.1,26.6,29.3,32.2,31.8,27.8,22.5,16.0,9.7
安徽,合肥,长丰,6.9,9.4,14.4,21.1,26.6,29.3,32.2,31.8,27.8,22.5,16.0,9.7
安徽,合肥,肥东,6.9,9.4,14.4,21.1,26.6,29.3,32.2,31.8,27.8,22.5,16.0,9.7
安徽,合肥,肥西,6.9,9.4,14.4,21.1,26.6,29.3,32.2,31.8,27.8,22.5,16.0,9.7
安徽,合肥,巢湖,7.2,9.5,14.4,21.1,26.6,29.3,32.6,32.0,27.9,22.6,16.2,9.9
安徽,合肥,庐江,7.2,9.5,14.4,21.1,26.6,29.3,32.6,32.0,27.9,22.6,16.2,9.9
安徽,蚌埠,蚌埠,6.5,9.1,14.3,21.3,26.8,30.3,32.1,31.3,27.4,22.4,15.7,9.2
安徽,蚌埠,怀远,6.5,9.1,14.3,21.3,26.8,30.3,32.1,31.3,27.4,22.4,15.7,9.2
安徽,蚌埠,固镇,6.5,9.1,14.3,21.3,26.8,30.3,32.1,31.3,27.4,22.4,15.7,9.2
安徽,蚌埠,五河,6.5,9.1,14.3,21.3,26.8,30.3,32.1,31.3,27.4,22.4,15.7,9.2
安徽,芜湖,芜湖,6.9,8.2,13.3,20.4,25.4,28.9,32.3,32.2,27.0,22.0,15.8,9.7
安徽,芜湖,繁昌,6.9,8.2,13.3,20.4,25.4,28.9,32.3,32.2,27.0,22.0,15.8,9.7
安徽,芜湖,芜湖县,7.4,9.6,13.5,20.6,26.1,28.8,32.5,31.9,27.6,22.4,16.3,10.7
安徽,芜湖,南陵,6.9,8.2,13.3,20.4,25.4,28.9,32.3,32.2,27.0,22.0,15.8,9.7
安徽,芜湖,无为,7.2,9.5,14.4,21.1,26.6,29.3,32.6,32.0,27.9,22.6,16.2,9.9
安徽,淮南,淮南,6.9,9.4,14.4,21.1,26.6,29.3,32.2,31.8,27.8,22.5,16.0,9.7
安徽,淮南,凤台,6.9,9.4,14.4,21.1,26.6,29.3,32.2,31.8,27.8,22.5,16.0,9.7
安徽,淮南,潘集,6.9,9.4,14.4,21.1,26.6,29.3,32.2,31.8,27.8,22.5,16.0,9.7
安徽,马鞍山,马鞍山,7.2,9.5,14.2,20.7,26.2,29.1,32.2,31.7,27.7,22.5,16.2,9.9
安徽,马鞍山,当涂,7.2,9.5,14.2,20.7,26.2,29.1,32.2,31.7,27.7,22.5,16.2,9.9
安徽,马鞍山,含山,7.2,9.5,14.4,21.1,26.6,29.3,32.6,32.0,27.9,22.6,16.2,9.9
安徽,马鞍山,和县,7.2,9.5,14.4,21.1,26.6,29.3,32.6,32.0,27.9,22.6,16.2,9.9
安徽,安庆,安庆,7.6,10.0,14.6,21.2,26.6,29.4,32.9,32.2,27.9,22.7,16.5,10.4
安徽,安庆,枞阳,7.3,10.3,13.4,20.7,25.8,28.0,31.4,31.0,27.4,22.2,16.1,10.5
安徽,安庆,太湖,7.6,10.0,14.6,21.2,26.6,29.4,32.9,32.2,27.9,22.7,16.5,10.4
安徽,安庆,潜山,7.6,10.0,14.6,21.2,26.6,29.4,32.9,32.2,27.9,22.7,16.5,10.4
